Orthogroup	Boltonia_decurrens_hap1_1.0_CDS	Arabidopsis_thaliana_GCF_000001735.4_CDS
OG0005672	g31250.t2, g31250.t1	lcl|NC_003070.9_cds_NP_564821.1_9561
OG0005690	g33671.t1	lcl|NC_003070.9_cds_NP_564846.1_9770, lcl|NC_003070.9_cds_NP_001322349.1_9771
OG0005702	g35205.t1	lcl|NC_003076.8_cds_NP_198627.1_42598, lcl|NC_003070.9_cds_NP_176846.1_10013
OG0005712	g62.t1	lcl|NC_003070.9_cds_NP_001185343.1_10156, lcl|NC_003070.9_cds_NP_176910.1_10155
OG0005724	g2093.t1	lcl|NC_003070.9_cds_NP_564940.1_10416, lcl|NC_003070.9_cds_NP_001322237.1_10417
OG0005726	g33405.t1, g25951.t1	lcl|NC_003070.9_cds_NP_177064.1_10470
OG0005728	g10977.t1	lcl|NC_003070.9_cds_NP_849865.1_10497, lcl|NC_003070.9_cds_NP_564955.1_10498
OG0005736	g18159.t1	lcl|NC_003070.9_cds_NP_001323365.1_10599, lcl|NC_003070.9_cds_NP_177137.2_10598
OG0005739	g19281.t1, g32362.t1	lcl|NC_003070.9_cds_NP_177164.1_10643
OG0005741	g5650.t1	lcl|NC_003070.9_cds_NP_001185360.1_10668, lcl|NC_003070.9_cds_NP_564986.1_10667
OG0005762	g33060.t1	lcl|NC_003070.9_cds_NP_001322213.1_11169, lcl|NC_003070.9_cds_NP_177454.1_11168
OG0005768	g12838.t1	lcl|NC_003070.9_cds_NP_177514.1_11287, lcl|NC_003070.9_cds_NP_001322105.1_11288
OG0005803	g33668.t1	lcl|NC_003070.9_cds_NP_177854.6_11906, lcl|NC_003070.9_cds_NP_001077836.1_11907
OG0005813	g14722.t1	lcl|NC_003070.9_cds_NP_974171.1_12131, lcl|NC_003070.9_cds_NP_565184.1_12130
OG0005821	g14359.t2, g14359.t1	lcl|NC_003070.9_cds_NP_178053.4_12277
OG0005832	g12888.t1, g25220.t1	lcl|NC_003070.9_cds_NP_178124.2_12461
OG0005851	g32471.t1	lcl|NC_003071.7_cds_NP_178282.2_12792, lcl|NC_003071.7_cds_NP_001325256.1_12793
OG0005855	g34330.t1	lcl|NC_003071.7_cds_NP_178316.1_12863, lcl|NC_003071.7_cds_NP_001324413.1_12862
OG0005863	g15543.t1	lcl|NC_003071.7_cds_NP_001318182.1_12947, lcl|NC_003071.7_cds_NP_178358.1_12948
OG0005864	g22223.t1	lcl|NC_003071.7_cds_NP_001030954.1_12952, lcl|NC_003071.7_cds_NP_178360.2_12951
OG0005871	g2257.t1	lcl|NC_003071.7_cds_NP_178463.1_13151, lcl|NC_003071.7_cds_NP_001325037.1_13152
OG0005876	g22624.t1, g2571.t1	lcl|NC_003071.7_cds_NP_178511.2_13266
OG0005889	g19438.t1	lcl|NC_003071.7_cds_NP_178722.1_13553, lcl|NC_003071.7_cds_NP_001325220.1_13554
OG0005892	g35738.t1, g35711.t1	lcl|NC_003071.7_cds_NP_671807.1_13614
OG0005908	g1628.t1	lcl|NC_003071.7_cds_NP_001324071.1_13896, lcl|NC_003071.7_cds_NP_179033.1_13895
OG0005909	g22608.t1, g26076.t1	lcl|NC_003071.7_cds_NP_973453.2_13898
OG0005923	g2768.t1	lcl|NC_003071.7_cds_NP_849960.1_14154, lcl|NC_003071.7_cds_NP_179235.1_14153
OG0005927	g32293.t1	lcl|NC_003071.7_cds_NP_179275.1_14214, lcl|NC_003071.7_cds_NP_179277.1_14215
OG0005928	g34453.t1	lcl|NC_003071.7_cds_NP_001324377.1_14234, lcl|NC_003071.7_cds_NP_179284.1_14235
OG0005932	g18154.t1	lcl|NC_003071.7_cds_NP_001077906.1_14323, lcl|NC_003071.7_cds_NP_179320.1_14324
OG0005938	g5775.t1	lcl|NC_003071.7_cds_NP_565418.1_14363, lcl|NC_003071.7_cds_NP_001189541.1_14362
OG0005943	g521.t1	lcl|NC_003075.7_cds_NP_195303.2_36368, lcl|NC_003071.7_cds_NP_179361.1_14394
OG0005945	g34982.t1, g5690.t1	lcl|NC_003071.7_cds_NP_565424.1_14422
OG0005954	g25853.t1	lcl|NC_003075.7_cds_NP_195363.1_36496, lcl|NC_003071.7_cds_NP_179409.1_14486
OG0005956	g35127.t1	lcl|NC_003071.7_cds_NP_179435.1_14530, lcl|NC_003076.8_cds_NP_201477.1_48003
OG0005971	g25045.t1	lcl|NC_003075.7_cds_NP_192620.1_30922, lcl|NC_003071.7_cds_NP_179537.1_14686
OG0005978	g3796.t1	lcl|NC_003071.7_cds_NP_179567.1_14731, lcl|NC_003075.7_cds_NP_194663.1_35062
OG0005994	g28052.t1, g21955.t1	lcl|NC_003071.7_cds_NP_179701.1_15005
OG0005997	g448.t1	lcl|NC_003071.7_cds_NP_565501.1_15027, lcl|NC_003075.7_cds_NP_568047.1_36906
OG0005999	g14895.t1	lcl|NC_003075.7_cds_NP_568051.1_36958, lcl|NC_003071.7_cds_NP_179736.1_15084
OG0006019	g22429.t1	lcl|NC_003071.7_cds_NP_179920.1_15441, lcl|NC_003071.7_cds_NP_001323779.1_15442
OG0006026	g3275.t1, g3274.t1	lcl|NC_003071.7_cds_NP_179983.1_15578
OG0006028	g10715.t1	lcl|NC_003071.7_cds_NP_179989.1_15586, lcl|NC_003071.7_cds_NP_973525.2_15587
OG0006029	g3266.t1	lcl|NC_003071.7_cds_NP_001324043.1_15597, lcl|NC_003071.7_cds_NP_179994.2_15596
OG0006041	g21268.t1	lcl|NC_003071.7_cds_NP_850057.1_15722, lcl|NC_003071.7_cds_NP_001077955.1_15723
OG0006052	g12214.t1	lcl|NC_003071.7_cds_NP_180123.1_15842, lcl|NC_003071.7_cds_NP_001324719.1_15843
OG0006059	g3426.t1	lcl|NC_003071.7_cds_NP_180198.1_15999, lcl|NC_003071.7_cds_NP_001325056.1_15998
OG0006066	g13439.t1, g13438.t1	lcl|NC_003071.7_cds_NP_180260.1_16123
OG0006074	g28606.t1	lcl|NC_003071.7_cds_NP_565644.1_16196, lcl|NC_003071.7_cds_NP_565643.1_16195
OG0006084	g28354.t1	lcl|NC_003071.7_cds_NP_001031437.2_16415, lcl|NC_003071.7_cds_NP_180421.3_16416
OG0006086	g27047.t1	lcl|NC_003071.7_cds_NP_001324474.1_16468, lcl|NC_003071.7_cds_NP_180445.1_16469
OG0006088	g23583.t1	lcl|NC_003071.7_cds_NP_180469.3_16506, lcl|NC_003071.7_cds_NP_001077973.1_16507
OG0006095	g20439.t2, g20439.t1	lcl|NC_003071.7_cds_NP_180555.2_16667
OG0006099	g6691.t1	lcl|NC_003071.7_cds_NP_180598.1_16738, lcl|NC_003071.7_cds_NP_001189639.1_16739
OG0006108	g1947.t1	lcl|NC_003071.7_cds_NP_001118421.1_16882, lcl|NC_003071.7_cds_NP_180654.1_16881
OG0006112	g35538.t1, g5268.t1	lcl|NC_003071.7_cds_NP_180676.1_16928
OG0006114	g31995.t1	lcl|NC_003074.8_cds_NP_190955.1_27874, lcl|NC_003071.7_cds_NP_180719.1_17009
OG0006126	g9460.t1, g9463.t1	lcl|NC_003071.7_cds_NP_180842.1_17254
OG0006134	g29687.t1	lcl|NC_003071.7_cds_NP_180994.1_17577, lcl|NC_003071.7_cds_NP_001031481.1_17578
OG0006136	g24539.t1	lcl|NC_003071.7_cds_NP_181029.1_17638, lcl|NC_003071.7_cds_NP_001324223.1_17637
OG0006137	g30375.t1	lcl|NC_003071.7_cds_NP_001078004.1_17645, lcl|NC_003071.7_cds_NP_181032.1_17646
OG0006139	g20461.t1	lcl|NC_003071.7_cds_NP_001189681.1_17671, lcl|NC_003071.7_cds_NP_850240.1_17670
OG0006158	g4740.t1, g30795.t1	lcl|NC_003071.7_cds_NP_181228.1_18000
OG0006170	g28084.t1	lcl|NC_003071.7_cds_NP_181304.2_18165, lcl|NC_003071.7_cds_NP_001324308.1_18164
OG0006175	g27938.t1	lcl|NC_003071.7_cds_NP_001325125.1_18231, lcl|NC_003071.7_cds_NP_181341.2_18232
OG0006177	g4294.t1	lcl|NC_003071.7_cds_NP_565882.1_18240, lcl|NC_003071.7_cds_NP_001324970.1_18241
OG0006181	g28814.t1	lcl|NC_003071.7_cds_NP_181418.3_18386, lcl|NC_003071.7_cds_NP_001323678.1_18387
OG0006193	g4263.t1, g4262.t1	lcl|NC_003071.7_cds_NP_850327.2_18653
OG0006195	g9790.t1	lcl|NC_003074.8_cds_NP_187714.1_22199, lcl|NC_003071.7_cds_NP_181563.2_18687
OG0006203	g16237.t1, g16237.t2	lcl|NC_003071.7_cds_NP_181637.2_18843
OG0006213	g23517.t1	lcl|NC_003074.8_cds_NP_191294.5_28556, lcl|NC_003071.7_cds_NP_565951.1_18974
OG0006215	g26824.t1	lcl|NC_003071.7_cds_NP_850353.1_18981, lcl|NC_003071.7_cds_NP_001323473.1_18982
OG0006216	g26827.t1	lcl|NC_003071.7_cds_NP_850354.2_18985, lcl|NC_003071.7_cds_NP_001031526.1_18986
OG0006218	g29811.t1	lcl|NC_003071.7_cds_NP_181711.1_19007, lcl|NC_003071.7_cds_NP_181712.1_19008
OG0006244	g14849.t1	lcl|NC_003071.7_cds_NP_850410.1_19474, lcl|NC_003071.7_cds_NP_850411.1_19473
OG0006247	g1563.t2, g1563.t1	lcl|NC_003071.7_cds_NP_566024.1_19567
OG0006253	g13250.t1	lcl|NC_003071.7_cds_NP_001323472.1_19655, lcl|NC_003071.7_cds_NP_566037.1_19654
OG0006254	g24168.t2, g24168.t1	lcl|NC_003071.7_cds_NP_850432.1_19677
OG0006285	g325.t1	lcl|NC_003071.7_cds_NP_001325363.1_20123, lcl|NC_003071.7_cds_NP_850475.2_20122
OG0006308	g19030.t1	lcl|NC_003076.8_cds_NP_197102.2_39872, lcl|NC_003074.8_cds_NP_186898.1_20571
OG0006310	g19341.t1	lcl|NC_003076.8_cds_NP_197111.2_39887, lcl|NC_003074.8_cds_NP_186902.1_20581
OG0006325	g5547.t1	lcl|NC_003074.8_cds_NP_001326670.1_20747, lcl|NC_003074.8_cds_NP_566204.2_20746
OG0006326	g17100.t1	lcl|NC_003074.8_cds_NP_566205.1_20751, lcl|NC_003074.8_cds_NP_001325856.1_20752
OG0006331	g32254.t1	lcl|NC_003074.8_cds_NP_187031.2_20819, lcl|NC_003074.8_cds_NP_001325638.1_20818
OG0006374	g12692.t1	lcl|NC_003074.8_cds_NP_001327514.1_21374, lcl|NC_003074.8_cds_NP_187302.2_21373
OG0006381	g23723.t1	lcl|NC_003074.8_cds_NP_566299.1_21508, lcl|NC_003074.8_cds_NP_850530.1_21509
OG0006397	g28619.t2, g28619.t1	lcl|NC_003074.8_cds_NP_187456.1_21692
OG0006406	g27955.t1, g27955.t2	lcl|NC_003074.8_cds_NP_187514.1_21808
OG0006419	g4781.t1	lcl|NC_003076.8_cds_NP_195916.1_37511, lcl|NC_003074.8_cds_NP_566351.1_21938
OG0006426	g30829.t1, g12387.t1	lcl|NC_003074.8_cds_NP_187616.1_22009
OG0006429	g25009.t1	lcl|NC_003074.8_cds_NP_001078131.1_22037, lcl|NC_003074.8_cds_NP_187634.1_22036
OG0006431	g9880.t1, g9880.t2	lcl|NC_003074.8_cds_NP_187647.2_22064
OG0006432	g23657.t1, g6734.t1	lcl|NC_003074.8_cds_NP_187664.2_22101
OG0006440	g4245.t1, g4961.t1	lcl|NC_003074.8_cds_NP_187724.2_22212
OG0006442	g22546.t1	lcl|NC_003074.8_cds_NP_001189859.1_22238, lcl|NC_003074.8_cds_NP_187736.1_22237
OG0006450	g31817.t1	lcl|NC_003076.8_cds_NP_568173.2_38220, lcl|NC_003074.8_cds_NP_187813.1_22404
OG0006451	g12861.t1	lcl|NC_003074.8_cds_NP_001327732.1_22418, lcl|NC_003074.8_cds_NP_566412.1_22417
OG0006454	g18285.t1	lcl|NC_003074.8_cds_NP_001189870.1_22469, lcl|NC_003074.8_cds_NP_566422.4_22468
OG0006456	g20909.t1, g20910.t1	lcl|NC_003074.8_cds_NP_187864.1_22506
OG0006468	g4889.t1, g30374.t1	lcl|NC_003074.8_cds_NP_187977.1_22735
OG0006472	g23749.t1	lcl|NC_003074.8_cds_NP_188003.1_22794, lcl|NC_003074.8_cds_NP_974308.1_22795
OG0006481	g23147.t1, g2970.t1	lcl|NC_003074.8_cds_NP_188135.1_23053
OG0006484	g23192.t1	lcl|NC_003074.8_cds_NP_566517.1_23136, lcl|NC_003074.8_cds_NP_850590.1_23137
OG0006491	g11789.t1, g2675.t1	lcl|NC_003074.8_cds_NP_188299.1_23382
OG0006499	g34076.t1, g11365.t1	lcl|NC_003074.8_cds_NP_188365.1_23497
OG0006509	g26012.t1	lcl|NC_003074.8_cds_NP_188474.1_23693, lcl|NC_003074.8_cds_NP_188475.1_23694
OG0006512	g34421.t1	lcl|NC_003074.8_cds_NP_188508.1_23760, lcl|NC_003074.8_cds_NP_001327851.1_23759
OG0006517	g22725.t1, g15035.t1	lcl|NC_003074.8_cds_NP_188573.1_23881
OG0006536	g29850.t1, g29849.t1	lcl|NC_003074.8_cds_NP_188724.2_24173
OG0006566	g11099.t1, g11098.t1	lcl|NC_003074.8_cds_NP_566738.1_24686
OG0006569	g6651.t1, g6648.t1	lcl|NC_003074.8_cds_NP_566745.1_24762
OG0006591	g158.t1	lcl|NC_003074.8_cds_NP_001327909.1_25204, lcl|NC_003074.8_cds_NP_189292.1_25203
OG0006594	g254.t1	lcl|NC_003074.8_cds_NP_189337.1_25305, lcl|NC_003074.8_cds_NP_001327814.1_25304
OG0006621	g5232.t1	lcl|NC_003074.8_cds_NP_001326785.1_25635, lcl|NC_003074.8_cds_NP_189514.1_25636
OG0006623	g5248.t1	lcl|NC_003074.8_cds_NP_189527.1_25653, lcl|NC_003076.8_cds_NP_680368.1_42881
OG0006625	g16871.t1, g16870.t1	lcl|NC_003074.8_cds_NP_189549.2_25718
OG0006653	g27060.t1, g27061.t1	lcl|NC_003074.8_cds_NP_190190.1_26476
OG0006679	g25384.t1, g25406.t1	lcl|NC_003074.8_cds_NP_190423.2_26921
OG0006680	g20156.t1, g17960.t1	lcl|NC_003074.8_cds_NP_190425.1_26924
OG0006685	g33097.t1	lcl|NC_003076.8_cds_NP_197757.1_41179, lcl|NC_003074.8_cds_NP_190449.1_26958
OG0006695	g5517.t1, g5518.t1	lcl|NC_003074.8_cds_NP_190535.1_27126
OG0006700	g19048.t1	lcl|NC_003076.8_cds_NP_201458.1_47947, lcl|NC_003074.8_cds_NP_190651.1_27304
OG0006710	g28042.t1	lcl|NC_003074.8_cds_NP_190749.1_27478, lcl|NC_003074.8_cds_NP_001326558.1_27479
OG0006713	g18874.t1	lcl|NC_003074.8_cds_NP_190805.1_27605, lcl|NC_003074.8_cds_NP_001325578.1_27604
OG0006714	g12549.t1	lcl|NC_003074.8_cds_NP_974418.1_27608, lcl|NC_003074.8_cds_NP_190807.3_27607
OG0006716	g8045.t1	lcl|NC_003074.8_cds_NP_001154674.1_27684, lcl|NC_003074.8_cds_NP_190856.1_27683
OG0006717	g30836.t1	lcl|NC_003074.8_cds_NP_001078275.1_27705, lcl|NC_003074.8_cds_NP_566976.1_27704
OG0006718	g8983.t1, g8988.t1	lcl|NC_003074.8_cds_NP_190886.4_27731
OG0006728	g2145.t1	lcl|NC_003074.8_cds_NP_001326764.1_27923, lcl|NC_003074.8_cds_NP_190982.1_27924
OG0006741	g4443.t1	lcl|NC_003074.8_cds_NP_191074.2_28136, lcl|NC_003074.8_cds_NP_974439.1_28137
OG0006749	g9777.t1	lcl|NC_003074.8_cds_NP_001325935.1_28307, lcl|NC_003074.8_cds_NP_001319765.1_28306
OG0006752	g18354.t1	lcl|NC_003074.8_cds_NP_191190.2_28355, lcl|NC_003074.8_cds_NP_974447.1_28356
OG0006768	g12599.t1, g6253.t1	lcl|NC_003074.8_cds_NP_191416.1_28771
OG0006771	g15348.t1, g32396.t1	lcl|NC_003074.8_cds_NP_191432.1_28800
OG0006774	g13472.t1	lcl|NC_003074.8_cds_NP_191481.1_28891, lcl|NC_003074.8_cds_NP_191485.1_28896
OG0006779	g15373.t1	lcl|NC_003074.8_cds_NP_191524.1_28984, lcl|NC_003074.8_cds_NP_001190137.1_28983
OG0006785	g11441.t1, g31404.t1	lcl|NC_003074.8_cds_NP_567096.1_29098
OG0006795	g24182.t1, g1488.t1	lcl|NC_003074.8_cds_NP_191644.1_29209
OG0006796	g13227.t1, g1601.t1	lcl|NC_003074.8_cds_NP_191645.1_29210
OG0006798	g1619.t1	lcl|NC_003074.8_cds_NP_001030908.1_29248, lcl|NC_003074.8_cds_NP_191664.1_29247
OG0006829	g4289.t1	lcl|NC_003075.7_cds_NP_567178.1_29814, lcl|NC_003075.7_cds_NP_974489.1_29815
OG0006842	g1701.t1, g24327.t1	lcl|NC_003075.7_cds_NP_192034.1_29989
OG0006856	g23963.t1, g28999.t1	lcl|NC_003075.7_cds_NP_192137.1_30198
OG0006859	g27709.t1	lcl|NC_003075.7_cds_NP_567239.1_30237, lcl|NC_003075.7_cds_NP_001319847.1_30236
OG0006861	g11659.t1	lcl|NC_003075.7_cds_NP_192176.1_30282, lcl|NC_003075.7_cds_NP_001328388.1_30281
OG0006867	g914.t1	lcl|NC_003075.7_cds_NP_680579.2_30499, lcl|NC_003075.7_cds_NP_193956.2_33639
OG0006870	g22898.t1	lcl|NC_003075.7_cds_NP_192354.1_30534, lcl|NC_003075.7_cds_NP_001328851.1_30535
OG0006885	g6365.t1, g12906.t1	lcl|NC_003075.7_cds_NP_192621.1_30923
OG0006889	g27771.t1, g29941.t1	lcl|NC_003075.7_cds_NP_192633.2_30943
OG0006898	g25636.t1	lcl|NC_003075.7_cds_NP_001329933.1_31162, lcl|NC_003075.7_cds_NP_192773.1_31161
OG0006900	g31353.t1	lcl|NC_003075.7_cds_NP_001328971.1_31234, lcl|NC_003075.7_cds_NP_192811.4_31233
OG0006904	g13851.t1, g13851.t2	lcl|NC_003075.7_cds_NP_192839.1_31285
OG0006909	g18000.t1, g13800.t1	lcl|NC_003075.7_cds_NP_567375.1_31316
OG0006911	g27085.t1, g23338.t1	lcl|NC_003075.7_cds_NP_567378.4_31327
OG0006913	g11942.t1	lcl|NC_003075.7_cds_NP_192894.1_31371, lcl|NC_003075.7_cds_NP_849359.1_31372
OG0006921	g4937.t1	lcl|NC_003075.7_cds_NP_567440.1_32031, lcl|NC_003075.7_cds_NP_192999.1_31567
OG0006928	g3063.t2, g3063.t1	lcl|NC_003075.7_cds_NP_193072.2_31739
OG0006933	g6503.t1, g6502.t1	lcl|NC_003075.7_cds_NP_193129.1_31844
OG0006936	g34316.t1	lcl|NC_003075.7_cds_NP_193141.2_31870, lcl|NC_003075.7_cds_NP_001329428.1_31871
OG0006940	g27459.t1	lcl|NC_003075.7_cds_NP_193170.1_31939, lcl|NC_003075.7_cds_NP_001328596.1_31940
OG0006956	g2880.t1, g24498.t1	lcl|NC_003075.7_cds_NP_680717.2_32531
OG0006975	g29483.t1	lcl|NC_003075.7_cds_NP_193606.1_32938, lcl|NC_003075.7_cds_NP_001319987.1_32939
OG0006976	g589.t1, g589.t2	lcl|NC_003075.7_cds_NP_567563.1_32941
OG0006977	g21075.t2, g21075.t1	lcl|NC_003075.7_cds_NP_193610.1_32946
OG0006982	g31536.t1	lcl|NC_003075.7_cds_NP_001154253.1_33008, lcl|NC_003076.8_cds_NP_199368.1_43959
OG0006983	g31766.t1	lcl|NC_003075.7_cds_NP_001329651.1_33017, lcl|NC_003075.7_cds_NP_974571.1_33016
OG0006988	g24434.t1	lcl|NC_003075.7_cds_NP_849409.2_33080, lcl|NC_003075.7_cds_NP_193684.4_33079
OG0006996	g24615.t1	lcl|NC_003075.7_cds_NP_001031681.1_33300, lcl|NC_003075.7_cds_NP_193773.2_33299
OG0007001	g13181.t1, g24269.t1	lcl|NC_003075.7_cds_NP_567626.1_33470
OG0007007	g10997.t1	lcl|NC_003075.7_cds_NP_193907.2_33538, lcl|NC_003075.7_cds_NP_001328261.1_33539
OG0007009	g8991.t1	lcl|NC_003075.7_cds_NP_193911.1_33546, lcl|NC_003075.7_cds_NP_974586.1_33547
OG0007025	g13814.t1	lcl|NC_003075.7_cds_NP_194105.1_33931, lcl|NC_003075.7_cds_NP_001328543.1_33930
OG0007027	g13884.t1, g31341.t1	lcl|NC_003075.7_cds_NP_567693.1_33986
OG0007029	g10449.t1	lcl|NC_003075.7_cds_NP_194150.1_34014, lcl|NC_003075.7_cds_NP_974606.1_34015
OG0007045	g18121.t1	lcl|NC_003075.7_cds_NP_194233.1_34211, lcl|NC_003075.7_cds_NP_974613.1_34212
OG0007074	g14565.t1	lcl|NC_003075.7_cds_NP_194456.1_34645, lcl|NC_003076.8_cds_NP_200262.1_45608
OG0007083	g32124.t1	lcl|NC_003075.7_cds_NP_001328222.1_34829, lcl|NC_003075.7_cds_NP_194540.1_34828
OG0007100	g29565.t1, g33349.t1	lcl|NC_003075.7_cds_NP_194713.1_35140
OG0007101	g3360.t1	lcl|NC_003075.7_cds_NP_194719.1_35147, lcl|NC_003075.7_cds_NP_001327988.1_35146
OG0007103	g3362.t1	lcl|NC_003075.7_cds_NP_194764.1_35238, lcl|NC_003076.8_cds_NP_568849.2_46096
OG0007118	g5964.t1	lcl|NC_003075.7_cds_NP_194898.1_35515, lcl|NC_003075.7_cds_NP_001078475.1_35516
OG0007123	g3239.t2, g3239.t1	lcl|NC_003075.7_cds_NP_194920.1_35561
OG0007128	g33540.t1	lcl|NC_003075.7_cds_NP_194969.2_35664, lcl|NC_003075.7_cds_NP_001328428.1_35665
OG0007130	g30988.t1	lcl|NC_003075.7_cds_NP_001329230.1_35686, lcl|NC_003075.7_cds_NP_194980.1_35687
OG0007136	g14339.t1, g11696.t1	lcl|NC_003075.7_cds_NP_195010.1_35756
OG0007137	g12248.t1, g12248.t2	lcl|NC_003075.7_cds_NP_195014.1_35776
OG0007151	g5464.t1, g5464.t2	lcl|NC_003075.7_cds_NP_195154.2_36065
OG0007157	g14120.t1, g14123.t1	lcl|NC_003075.7_cds_NP_567979.1_36249
OG0007158	g31855.t1	lcl|NC_003075.7_cds_NP_567983.1_36284, lcl|NC_003075.7_cds_NP_974687.1_36285
OG0007160	g24995.t1	lcl|NC_003075.7_cds_NP_195305.2_36380, lcl|NC_003075.7_cds_NP_001329346.1_36379
OG0007165	g19385.t1	lcl|NC_003075.7_cds_NP_195371.1_36507, lcl|NC_003075.7_cds_NP_849507.1_36508
OG0007167	g35359.t1, g5419.t1	lcl|NC_003075.7_cds_NP_195412.3_36578
OG0007174	g12281.t1	lcl|NC_003075.7_cds_NP_001328951.1_36758, lcl|NC_003075.7_cds_NP_195513.2_36757
OG0007179	g8199.t1	lcl|NC_003075.7_cds_NP_001320160.1_36878, lcl|NC_003075.7_cds_NP_195570.1_36879
OG0007191	g5991.t1	lcl|NC_003075.7_cds_NP_195692.2_37096, lcl|NC_003075.7_cds_NP_001329425.1_37095
OG0007195	g1755.t1	lcl|NC_003076.8_cds_NP_001332650.1_37188, lcl|NC_003076.8_cds_NP_195739.2_37187
OG0007207	g19828.t1	lcl|NC_003076.8_cds_NP_201362.1_47721, lcl|NC_003076.8_cds_NP_195866.1_37421
OG0007217	g30756.t1, g30753.t1	lcl|NC_003076.8_cds_NP_195927.2_37527
OG0007218	g30770.t1, g2875.t1	lcl|NC_003076.8_cds_NP_568113.1_37562
OG0007224	g17006.t1	lcl|NC_003076.8_cds_NP_195999.2_37667, lcl|NC_003076.8_cds_NP_001330319.1_37668
OG0007236	g28571.t1, g21898.t1	lcl|NC_003076.8_cds_NP_196135.1_37915
OG0007246	g31581.t1	lcl|NC_003076.8_cds_NP_001190233.1_38031, lcl|NC_003076.8_cds_NP_196197.1_38030
OG0007248	g27201.t1, g26508.t1	lcl|NC_003076.8_cds_NP_196242.1_38120
OG0007249	g10466.t1, g7388.t1	lcl|NC_003076.8_cds_NP_196248.3_38145
OG0007255	g20232.t1	lcl|NC_003076.8_cds_NP_196351.1_38337, lcl|NC_003076.8_cds_NP_001190249.1_38336
OG0007262	g18600.t1	lcl|NC_003076.8_cds_NP_196383.1_38410, lcl|NC_003076.8_cds_NP_200954.1_46919
OG0007270	g24637.t2, g24637.t1	lcl|NC_003076.8_cds_NP_196463.1_38563
OG0007275	g32519.t1	lcl|NC_003076.8_cds_NP_568204.1_38621, lcl|NC_003076.8_cds_NP_568203.2_38619
OG0007282	g15147.t1, g22609.t1	lcl|NC_003076.8_cds_NP_196527.1_38722
OG0007287	g17576.t1	lcl|NC_003076.8_cds_NP_201289.1_47566, lcl|NC_003076.8_cds_NP_196555.2_38790
OG0007295	g4911.t1	lcl|NC_003076.8_cds_NP_201339.1_47671, lcl|NC_003076.8_cds_NP_568227.1_38888
OG0007308	g34310.t1	lcl|NC_003076.8_cds_NP_196711.1_39112, lcl|NC_003076.8_cds_NP_001190291.1_39113
OG0007313	g8957.t1, g7135.t1	lcl|NC_003076.8_cds_NP_196746.2_39172
OG0007317	g30425.t1	lcl|NC_003076.8_cds_NP_568283.2_39295, lcl|NC_003076.8_cds_NP_001119216.1_39294
OG0007318	g29914.t1	lcl|NC_003076.8_cds_NP_196804.6_39317, lcl|NC_003076.8_cds_NP_001154712.2_39316
OG0007320	g30388.t1, g12851.t1	lcl|NC_003076.8_cds_NP_196807.2_39322
OG0007321	g25.t1	lcl|NC_003076.8_cds_NP_001190300.1_39333, lcl|NC_003076.8_cds_NP_196817.2_39334
OG0007325	g29848.t1	lcl|NC_003076.8_cds_NP_196853.1_39399, lcl|NC_003076.8_cds_NP_001031876.1_39400
OG0007326	g24553.t1	lcl|NC_003076.8_cds_NP_001190303.1_39407, lcl|NC_003076.8_cds_NP_196857.2_39406
OG0007327	g9891.t1	lcl|NC_003076.8_cds_NP_001330208.1_39462, lcl|NC_003076.8_cds_NP_196886.1_39463
OG0007334	g5163.t1	lcl|NC_003076.8_cds_NP_001329975.1_39624, lcl|NC_003076.8_cds_NP_196968.2_39625
OG0007336	g32809.t1	lcl|NC_003076.8_cds_NP_001331344.1_39632, lcl|NC_003076.8_cds_NP_001331345.1_39631
OG0007340	g33274.t1	lcl|NC_003076.8_cds_NP_001331284.1_39723, lcl|NC_003076.8_cds_NP_197017.1_39722
OG0007346	g11583.t1	lcl|NC_003076.8_cds_NP_001330614.1_39861, lcl|NC_003076.8_cds_NP_568323.1_39860
OG0007347	g29788.t2, g29788.t1	lcl|NC_003076.8_cds_NP_197096.1_39862
OG0007353	g5557.t1, g5556.t1	lcl|NC_003076.8_cds_NP_197240.1_40112
OG0007361	g12513.t1	lcl|NC_003076.8_cds_NP_001078599.1_40209, lcl|NC_003076.8_cds_NP_197294.1_40210
OG0007391	g3431.t1	lcl|NC_003076.8_cds_NP_001318616.1_40832, lcl|NC_003076.8_cds_NP_680180.1_40831
OG0007404	g25909.t1, g19807.t1	lcl|NC_003076.8_cds_NP_197701.1_41076
OG0007422	g14034.t1	lcl|NC_003076.8_cds_NP_001330252.1_41470, lcl|NC_003076.8_cds_NP_197897.3_41469
OG0007430	g34306.t1	lcl|NC_003076.8_cds_NP_680223.1_41575, lcl|NC_003076.8_cds_NP_680222.1_41571
OG0007431	g22054.t1	lcl|NC_003076.8_cds_NP_568476.1_41576, lcl|NC_003076.8_cds_NP_001031939.1_41577
OG0007439	g22372.t1	lcl|NC_003076.8_cds_NP_198055.3_41769, lcl|NC_003076.8_cds_NP_001190409.1_41770
OG0007444	g22328.t1	lcl|NC_003076.8_cds_NP_001330700.1_41875, lcl|NC_003076.8_cds_NP_001318664.1_41876
OG0007445	g28706.t1	lcl|NC_003076.8_cds_NP_001318667.1_41958, lcl|NC_003076.8_cds_NP_198156.1_41959
OG0007449	g13329.t1	lcl|NC_003076.8_cds_NP_198236.1_42054, lcl|NC_003076.8_cds_NP_001190417.1_42055
