bin_i	bin_j	mean_r2	n_pairs
1:18200001-18210000	1:20890001-20900000	0.00923311	25800
1:18560001-18570000	1:18620001-18630000	0.00575083	1872
1:18040001-18050000	1:19190001-19200000	0.0119038	69027
1:17630001-17640000	1:20350001-20360000	0.00233268	32760
1:19180001-19190000	1:20610001-20620000	0.00518856	226737
1:19460001-19470000	1:19500001-19510000	0.00239747	1130
1:19430001-19440000	1:20520001-20530000	0.00158709	1599
1:17850001-17860000	1:18080001-18090000	0.0125859	13965
1:19320001-19330000	1:19400001-19410000	0.0212678	61495
1:18920001-18930000	1:21240001-21250000	0.00161895	22563
1:18040001-18050000	1:21260001-21270000	0.00370329	25085
1:20870001-20880000	1:21250001-21260000	0.00423993	55440
1:20380001-20390000	1:21280001-21290000	0.00362398	121539
1:20240001-20250000	1:21180001-21190000	0.00297845	108066
1:19590001-19600000	1:19830001-19840000	0.0110599	180616
1:18000001-18010000	1:19910001-19920000	0.0124268	24610
1:18470001-18480000	1:20070001-20080000	0.00254038	595
1:20410001-20420000	1:20910001-20920000	0.00294743	71604
1:17750001-17760000	1:21190001-21200000	0.00171562	3618
1:18180001-18190000	1:18810001-18820000	0.0112389	8517
1:20100001-20110000	1:21080001-21090000	0.00769668	17523
1:18840001-18850000	1:19680001-19690000	0.0100625	57346
1:17640001-17650000	1:20550001-20560000	0.00503755	100100
1:17610001-17620000	1:21090001-21100000	0.00312251	4850
1:17670001-17680000	1:19530001-19540000	0.00405852	93775
1:18040001-18050000	1:18710001-18720000	0.0480947	18511
1:18690001-18700000	1:20090001-20100000	0.00506619	78960
1:18700001-18710000	1:19580001-19590000	0.00859008	127588
1:17500001-17510000	1:20450001-20460000	0.00157354	4515
1:17920001-17930000	1:19440001-19450000	0.00236428	5415
1:19470001-19480000	1:19700001-19710000	0.0021177	60750
1:19050001-19060000	1:20710001-20720000	0.00179445	247
1:19330001-19340000	1:19600001-19610000	0.00202941	1800
1:17990001-18000000	1:19980001-19990000	0.00161994	196
1:17330001-17340000	1:18170001-18180000	0.00689944	25575
1:17500001-17510000	1:17900001-17910000	0.00213961	6363
1:19750001-19760000	1:20380001-20390000	0.00151426	3190
1:18480001-18490000	1:20270001-20280000	0.0021986	11700
1:18970001-18980000	1:20240001-20250000	0.00216562	65072
1:18180001-18190000	1:20980001-20990000	0.00403643	4862
1:18430001-18440000	1:20990001-21000000	0.00180483	495
1:20600001-20610000	1:21250001-21260000	0.00239871	1584
1:20110001-20120000	1:21280001-21290000	0.00253094	22860
1:18370001-18380000	1:19150001-19160000	0.000434723	301
1:18460001-18470000	1:19870001-19880000	0.00207094	15801
1:18340001-18350000	1:20170001-20180000	0.00147876	660
1:18920001-18930000	1:20860001-20870000	0.00155903	7659
1:18190001-18200000	1:19820001-19830000	0.00278069	140
1:17680001-17690000	1:19730001-19740000	0.00551214	37648
1:18050001-18060000	1:18910001-18920000	0.00197007	144
1:17560001-17570000	1:20030001-20040000	0.00286986	27170
1:17650001-17660000	1:20750001-20760000	0.00261487	30576
1:17620001-17630000	1:21290001-21300000	0.00315605	44838
1:20330001-20340000	1:20490001-20500000	0.00255762	26609
1:18320001-18330000	1:19770001-19780000	0.00155126	808
1:18200001-18210000	1:20070001-20080000	0.00180647	420
1:18620001-18630000	1:19060001-19070000	0.00976785	6192
1:17540001-17550000	1:19630001-19640000	0.00372626	30004
1:17510001-17520000	1:20650001-20660000	0.00366178	64260
1:19870001-19880000	1:21120001-21130000	0.00291969	13511
1:19380001-19390000	1:21150001-21160000	0.00293448	101775
1:17400001-17410000	1:19530001-19540000	0.00273008	181071
1:19060001-19070000	1:20910001-20920000	0.00421036	55728
1:17970001-17980000	1:18440001-18450000	0.00332524	26220
1:17690001-17700000	1:20360001-20370000	0.00240591	56888
1:17480001-17490000	1:18470001-18480000	0.00210092	33575
1:19240001-19250000	1:21050001-21060000	0.00220167	25350
1:17830001-17840000	1:18340001-18350000	0.000559959	4
1:17340001-17350000	1:18370001-18380000	0.00138078	297
1:19760001-19770000	1:20580001-20590000	0.00487372	39950
1:19200001-19210000	1:19700001-19710000	0.0161708	6156
1:18980001-18990000	1:20440001-20450000	0.00336094	79240
1:19620001-19630000	1:20480001-20490000	0.0032829	4144
1:17690001-17700000	1:17810001-17820000	0.00915926	24336
1:18380001-18390000	1:19350001-19360000	0.00219576	27390
1:18350001-18360000	1:20370001-20380000	0.00270334	1140
1:18870001-18880000	1:19320001-19330000	0.00204101	6125
1:18840001-18850000	1:20340001-20350000	0.00229606	33178
1:19590001-19600000	1:20590001-20600000	0.00319402	48108
1:18240001-18250000	1:19250001-19260000	0.00669222	7068
1:18210001-18220000	1:20270001-20280000	0.00565188	41730
1:18700001-18710000	1:20240001-20250000	0.00279527	63412
1:20790001-20800000	1:21160001-21170000	0.00382448	47829
1:17920001-17930000	1:20100001-20110000	0.00211366	5643
1:17460001-17470000	1:19110001-19120000	0.00400339	11248
1:17550001-17560000	1:19830001-19840000	0.00317788	89880
1:17430001-17440000	1:20130001-20140000	0.00229408	73117
1:18100001-18110000	1:19150001-19160000	0.0129014	16254
1:17670001-17680000	1:20290001-20300000	0.00227742	89925
1:18760001-18770000	1:18780001-18790000	0.0431105	93340
1:17320001-17330000	1:19010001-19020000	0.00583635	36120
1:17410001-17420000	1:19730001-19740000	0.00343521	81536
1:17900001-17910000	1:19700001-19710000	0.00628838	49086
1:17980001-17990000	1:18640001-18650000	0.0219693	14507
1:19740001-19750000	1:21220001-21230000	0.00155142	21462
1:19250001-19260000	1:21250001-21260000	0.00274226	32736
1:18620001-18630000	1:18680001-18690000	0.0197482	14184
1:17990001-18000000	1:20640001-20650000	0.00129484	1052
1:18470001-18480000	1:21110001-21120000	0.00137265	16065
1:17840001-17850000	1:18540001-18550000	0.00142047	960
1:17590001-17600000	1:19440001-19450000	0.00770284	6175
1:19600001-19610000	1:21120001-21130000	0.00124282	472
1:18590001-18600000	1:18790001-18800000	0.0294295	20240
1:19110001-19120000	1:21150001-21160000	0.00281762	52440
1:19770001-19780000	1:20780001-20790000	0.00272866	14847
1:19380001-19390000	1:20770001-20780000	0.00180736	7080
1:17700001-17710000	1:18440001-18450000	0.00226778	4180
1:20670001-20680000	1:21030001-21040000	0.00207801	42752
1:19660001-19670000	1:19660001-19670000	0.0514384	90100
1:19630001-19640000	1:20680001-20690000	0.00351616	63470
1:19390001-19400000	1:19610001-19620000	0.00474495	4284
1:18880001-18890000	1:19520001-19530000	0.00361639	3936
1:18850001-18860000	1:20540001-20550000	0.00416609	8073
1:17390001-17400000	1:18180001-18190000	0.00667383	5032
1:19520001-19530000	1:19560001-19570000	0.00654881	10004
1:18740001-18750000	1:19420001-19430000	0.00231474	18685
1:18710001-18720000	1:20440001-20450000	0.00366387	29960
1:17460001-17470000	1:21280001-21290000	0.00229428	28194
1:18250001-18260000	1:19450001-19460000	0.00188392	288
1:20170001-20180000	1:20480001-20490000	0.00442931	36960
1:17470001-17480000	1:19310001-19320000	0.00221823	12025
1:20390001-20400000	1:20400001-20410000	0.061041	90118
1:17680001-17690000	1:20490001-20500000	0.00224213	81631
1:18600001-18610000	1:19320001-19330000	0.00212858	8330
1:17320001-17330000	1:21180001-21190000	0.0029634	111972
1:18110001-18120000	1:19350001-19360000	0.00470369	84660
1:20030001-20040000	1:20380001-20390000	0.00309795	78793
1:18380001-18390000	1:18970001-18980000	0.002709	21560
1:17330001-17340000	1:19210001-19220000	0.00169738	18600
1:17420001-17430000	1:19930001-19940000	0.00227648	26361
1:18890001-18900000	1:20150001-20160000	0.00336435	45322
1:17540001-17550000	1:20390001-20400000	0.00348816	16328
1:18630001-18640000	1:18880001-18890000	0.0112326	9648
1:17400001-17410000	1:20290001-20300000	0.00274575	173637
1:17760001-17770000	1:18020001-18030000	0.00315432	2052
1:17850001-17860000	1:18740001-18750000	0.00787587	28785
1:17460001-17470000	1:18730001-18740000	0.00457114	36778
1:17710001-17720000	1:18640001-18650000	0.00812277	43521
1:19670001-19680000	1:19860001-19870000	0.0131794	12586
1:19550001-19560000	1:20160001-20170000	0.00577081	153270
1:19250001-19260000	1:20870001-20880000	0.00273587	26040
1:18200001-18210000	1:21110001-21120000	0.00297457	11340
1:20150001-20160000	1:21120001-21130000	0.00171151	5074
1:17890001-17900000	1:18350001-18360000	0.0112146	171
1:18380001-18390000	1:20010001-20020000	0.0017873	9515
1:18470001-18480000	1:20730001-20740000	0.00140544	9180
1:20780001-20790000	1:21290001-21300000	0.00630253	13818
1:19900001-19910000	1:20030001-20040000	0.00819363	78299
1:19530001-19540000	1:19760001-19770000	0.00955704	28985
1:19500001-19510000	1:20780001-20790000	0.0021059	16611
1:20400001-20410000	1:21030001-21040000	0.00248654	36736
1:18750001-18760000	1:19620001-19630000	0.0183968	8140
1:20640001-20650000	1:21190001-21200000	0.00330408	105726
1:20180001-20190000	1:20680001-20690000	0.00433412	42020
1:18120001-18130000	1:19550001-19560000	0.0080172	30420
1:18610001-18620000	1:19520001-19530000	0.00274625	9266
1:20530001-20540000	1:20550001-20560000	0.019198	59136
1:20040001-20050000	1:20580001-20590000	0.00310637	219960
1:17550001-17560000	1:20590001-20600000	0.0032205	23940
1:18390001-18400000	1:19980001-19990000	0.00192814	196
1:18790001-18800000	1:19230001-19240000	0.00205008	11132
1:17410001-17420000	1:20490001-20500000	0.00196442	176792
1:17380001-17390000	1:18210001-18220000	0.00174256	21614
1:17470001-17480000	1:18930001-18940000	0.00394216	2294
1:18110001-18120000	1:18970001-18980000	0.00635705	66640
1:17630001-17640000	1:18120001-18130000	0.00212675	9828
1:19170001-19180000	1:20350001-20360000	0.00270682	44460
1:18480001-18490000	1:20930001-20940000	0.00182363	5940
1:18970001-18980000	1:20900001-20910000	0.00381826	4312
1:19910001-19920000	1:20230001-20240000	0.00403297	13482
1:19540001-19550000	1:19960001-19970000	0.0085277	33488
1:19120001-19130000	1:20970001-20980000	0.00416284	92418
1:18660001-18670000	1:21070001-21080000	0.00317596	40300
1:19030001-19040000	1:20250001-20260000	0.0019976	17582
1:20900001-20910000	1:21200001-21210000	0.00842078	2893
1:20020001-20030000	1:21220001-21230000	0.00248346	28908
1:18670001-18680000	1:19100001-19110000	0.0089285	136038
1:18370001-18380000	1:19810001-19820000	0.000817464	210
1:18390001-18400000	1:21020001-21030000	0.00364596	1348
1:18250001-18260000	1:20110001-20120000	0.00251498	2160
1:18340001-18350000	1:20830001-20840000	0.00162791	610
1:20680001-20690000	1:20850001-20860000	0.00172305	1430
1:19400001-19410000	1:19860001-19870000	0.00528713	7279
1:18530001-18540000	1:19000001-19010000	0.0022389	11424
1:18620001-18630000	1:19720001-19730000	0.0104051	2412
1:18110001-18120000	1:20010001-20020000	0.00313137	29410
1:18200001-18210000	1:20730001-20740000	0.00243396	6480
1:20540001-20550000	1:20750001-20760000	0.00351377	81627
1:20510001-20520000	1:21290001-21300000	0.00350945	8084
1:20400001-20410000	1:20650001-20660000	0.00345606	43911
1:18170001-18180000	1:18550001-18560000	0.0215331	8800
1:18140001-18150000	1:19090001-19100000	0.0034817	3480
1:17420001-17430000	1:20690001-20700000	0.00319556	9135
1:19540001-19550000	1:21000001-21010000	0.00270311	38272
1:18030001-18040000	1:18450001-18460000	0.00198535	1568
1:17390001-17400000	1:19220001-19230000	0.0018755	592
1:18690001-18700000	1:18990001-19000000	0.0143988	49770
1:17520001-17530000	1:19170001-19180000	0.00519473	41724
1:19670001-19680000	1:20520001-20530000	0.00311052	53382
1:19180001-19190000	1:20550001-20560000	0.00394632	131516
1:19150001-19160000	1:21090001-21100000	0.00338916	7525
1:19530001-19540000	1:20420001-20430000	0.00173409	10571
1:19070001-19080000	1:19430001-19440000	0.00158392	2444
1:18670001-18680000	1:21270001-21280000	0.00219442	55458
1:19040001-19050000	1:20450001-20460000	0.00332584	19565
1:18260001-18270000	1:20310001-20320000	0.00169558	22230
1:17630001-17640000	1:17740001-17750000	0.00497284	32508
1:19320001-19330000	1:19340001-19350000	0.043575	159005
1:18530001-18540000	1:21170001-21180000	0.00150937	19936
1:18120001-18130000	1:20210001-20220000	0.00266265	20982
1:18210001-18220000	1:20930001-20940000	0.0074891	21186
1:18700001-18710000	1:20900001-20910000	0.00389891	4202
1:18240001-18250000	1:19910001-19920000	0.0100845	6099
1:17750001-17760000	1:21030001-21040000	0.00140095	1152
1:20160001-20170000	1:20940001-20950000	0.00420926	104145
1:19590001-19600000	1:19770001-19780000	0.0106271	42622
1:18400001-18410000	1:19100001-19110000	0.00263989	20951
1:18100001-18110000	1:19810001-19820000	0.00600849	11340
1:20410001-20420000	1:20850001-20860000	0.00200816	2873
1:18390001-18400000	1:20640001-20650000	0.00123748	1052
1:18180001-18190000	1:18750001-18760000	0.00919882	3740
1:18670001-18680000	1:18720001-18730000	0.0363943	25122
1:18150001-18160000	1:19290001-19300000	0.00318422	7956
1:18940001-18950000	1:19580001-19590000	0.00198058	26386
1:17670001-17680000	1:19470001-19480000	0.00184334	103125
1:18040001-18050000	1:18650001-18660000	0.0219037	30967
1:18530001-18540000	1:18620001-18630000	0.00398078	2016
1:18010001-18020000	1:19190001-19200000	0.0141837	72219
1:17530001-17540000	1:19370001-19380000	0.00515433	85595
1:19680001-19690000	1:20720001-20730000	0.00436769	101167
1:19160001-19170000	1:21290001-21300000	0.00225816	10810
1:19570001-19580000	1:19600001-19610000	0.00184464	2480
1:19540001-19550000	1:20620001-20630000	0.00401187	93472
1:19080001-19090000	1:19630001-19640000	0.00950929	16733
1:19050001-19060000	1:20650001-20660000	0.00251864	2907
1:17960001-17970000	1:18180001-18190000	0.0287265	3026
1:19020001-19030000	1:21190001-21200000	0.00275244	92058
1:17640001-17650000	1:17940001-17950000	0.0129609	91000
1:17390001-17400000	1:18840001-18850000	0.00523144	31376
1:19400001-19410000	1:20520001-20530000	0.00291419	30873
1:17820001-17830000	1:18080001-18090000	0.0356977	42385
1:17760001-17770000	1:21230001-21240000	0.00182686	7884
1:18130001-18140000	1:20410001-20420000	0.00230594	25415
1:17500001-17510000	1:17840001-17850000	0.00200625	2520
1:20080001-20090000	1:20420001-20430000	0.00228743	13144
1:17790001-17800000	1:18190001-18200000	0.0177848	3480
1:18400001-18410000	1:21270001-21280000	0.00210497	8541
1:18970001-18980000	1:20180001-20190000	0.00402138	149744
1:19090001-19100000	1:20260001-20270000	0.00192278	37200
1:17620001-17630000	1:21130001-21140000	0.00276656	70596
1:20330001-20340000	1:20330001-20340000	0.0341821	1711
1:17860001-17870000	1:21290001-21300000	0.0020971	16826
1:18680001-18690000	1:18920001-18930000	0.00248017	27186
1:18160001-18170000	1:19490001-19500000	0.00838639	1364
1:18890001-18900000	1:20810001-20820000	0.003126	135966
1:18020001-18030000	1:19390001-19400000	0.0106257	9044
1:17750001-17760000	1:20650001-20660000	0.00121281	1377
1:18590001-18600000	1:19010001-19020000	0.0121498	16800
1:18810001-18820000	1:19680001-19690000	0.00847696	271041
1:18400001-18410000	1:18720001-18730000	0.00222732	3869
1:17540001-17550000	1:19570001-19580000	0.00302073	16120
1:19870001-19880000	1:21060001-21070000	0.00386149	35953
1:17400001-17410000	1:19470001-19480000	0.00173101	199125
1:19580001-19590000	1:19800001-19810000	0.00831484	94856
1:19550001-19560000	1:20820001-20830000	0.00276817	258960
1:19460001-19470000	1:20100001-20110000	0.00269412	990
1:17970001-17980000	1:18380001-18390000	0.00239269	15180
1:19440001-19450000	1:19700001-19710000	0.013343	15390
1:19410001-19420000	1:20720001-20730000	0.00196636	29172
1:19320001-19330000	1:20000001-20010000	0.00527205	134260
1:19070001-19080000	1:20190001-20200000	0.00316228	17296
1:19300001-19310000	1:19600001-19610000	0.00184914	384
1:19900001-19910000	1:20790001-20800000	0.00289202	141699
1:19590001-19600000	1:20430001-20440000	0.00269899	32916
1:17690001-17700000	1:17750001-17760000	0.00240485	936
1:20580001-20590000	1:20690001-20700000	0.0117326	16450
1:18870001-18880000	1:19260001-19270000	0.000933867	375
1:18960001-18970000	1:19980001-19990000	0.00197519	6272
1:18590001-18600000	1:21180001-21190000	0.00604217	52080
1:18450001-18460000	1:20270001-20280000	0.00166383	10920
1:17670001-17680000	1:20130001-20140000	0.00384034	51425
1:17760001-17770000	1:20850001-20860000	0.00181191	702
1:20440001-20450000	1:20590001-20600000	0.00521527	31920
1:18730001-18740000	1:19160001-19170000	0.0207364	57155
1:18700001-18710000	1:20180001-20190000	0.0053279	145924
1:17530001-17540000	1:20030001-20040000	0.00266307	79781
1:17620001-17630000	1:20750001-20760000	0.0033595	130221
1:17950001-17960000	1:19020001-19030000	0.00301092	2290
1:18410001-18420000	1:18920001-18930000	0.00102832	966
1:18070001-18080000	1:18390001-18400000	0.00171338	672
1:19880001-19890000	1:21260001-21270000	0.00307286	47850
1:17900001-17910000	1:19640001-19650000	0.00867518	89082
1:18590001-18600000	1:18630001-18640000	0.0555788	16080
1:19740001-19750000	1:21160001-21170000	0.00141324	10486
1:19450001-19460000	1:19900001-19910000	0.00183747	2536
1:19330001-19340000	1:20200001-20210000	0.00253744	66150
1:18960001-18970000	1:21020001-21030000	0.00316405	43136
1:17590001-17600000	1:19380001-19390000	0.00462407	19175
1:18080001-18090000	1:21040001-21050000	0.00504874	36505
1:17450001-17460000	1:18470001-18480000	0.00183612	38420
1:19030001-19040000	1:20910001-20920000	0.00390881	48276
1:19600001-19610000	1:21060001-21070000	0.00201664	1256
1:19080001-19090000	1:20390001-20400000	0.00202735	9106
1:19870001-19880000	1:20680001-20690000	0.00243241	25190
1:19310001-19320000	1:19800001-19810000	0.00433651	92300
1:17700001-17710000	1:18380001-18390000	0.00213229	2420
1:19490001-19500000	1:19510001-19520000	0.0495817	4664
1:18460001-18470000	1:20470001-20480000	0.00294709	22701
1:17680001-17690000	1:20330001-20340000	0.00283448	10679
1:20450001-20460000	1:20790001-20800000	0.00337748	96105
1:18320001-18330000	1:20370001-20380000	0.00142816	3040
1:18740001-18750000	1:19360001-19370000	0.0101711	170185
1:17660001-17670000	1:19930001-19940000	0.00342252	28280
1:17540001-17550000	1:20230001-20240000	0.00266583	6552
